Exercise,Difficulty Level,Target Muscle Group,Primary Equipment,Body Region,Primary Exercise Classification,Video Url
Double Clubbell Order Split Squat,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Clubbell Order Split Squat,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Single Arm Clubbell Order Contralateral Split Squat,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Single Arm Clubbell Order Ipsilateral Split Squat,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Macebell Order Split Squat,Novice,Quadriceps,Macebell,Lower Body,Bodybuilding,
Single Arm Macebell Order Contralateral Split Squat,Novice,Quadriceps,Macebell,Lower Body,Bodybuilding,
Single Arm Macebell Order Ipsilateral Split Squat,Novice,Quadriceps,Macebell,Lower Body,Bodybuilding,
Plate Overhead Split Squat,Intermediate,Quadriceps,Weight Plate,Lower Body,Bodybuilding,https://youtu.be/p3aoeo0dbZg?feature=shared
Heavy Sandbag Bear Hug Split Squat,Intermediate,Quadriceps,Heavy Sandbag,Full Body,Unsorted*,https://youtu.be/EDEgJ8gSJHo?si=tuk25VgOk61zTjT4
Heavy Sandbag Shoulder Contralateral Split Squat,Intermediate,Quadriceps,Heavy Sandbag,Lower Body,Unsorted*,https://youtu.be/ayWcRkvxO-I?si=AtCYmB8SJA-QD071
Heavy Sandbag Shoulder Ipsilateral Split Squat,Intermediate,Quadriceps,Heavy Sandbag,Lower Body,Unsorted*,
Sandbag Back Rack Split Squat,Novice,Quadriceps,Sandbag,Lower Body,Bodybuilding,https://youtu.be/h1IDfUy9JCg?si=8aLbq-QZwId9tfAE
Sandbag Front Rack Split Squat,Novice,Quadriceps,Sandbag,Lower Body,Bodybuilding,https://youtu.be/b0rzm8OUjAc?si=Rz4zXBOgcisU6tEb
Alternating Double Dumbbell Tall Kneeling Arnold Press,Beginner,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/oMbi7Tppy-Y?si=xztRuodoUOeyiGKn
Landmine Goblet Split Squat,Novice,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/IfR7ezW6Oxc?si=-Zb29PMa_gZ8yJr9
Single Arm Landmine Front Rack Contralateral Split Squat,Novice,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/kZKDLL-1IXw?si=wnx7XbsDFO37wHb3
Single Arm Landmine Front Rack Ipsilateral Split Squat,Novice,Quadriceps,Landmine,Lower Body,Bodybuilding,
Single Arm Landmine Suitcase Contralateral Split Squat,Novice,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/rD7QCqe4g0k?si=13maugTiL5P1XI6m
Double Kettlebell Gunslinger,Intermediate,Back,Kettlebell,Full Body,Ballistics,https://youtu.be/spmQS--R39Q?si=CXJgE_ppmc8oU7i4
Single Arm Kettlebell Front Rack Ipsilateral Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/Xy9DrXmYIdw?si=e3qLZQjQ9a0RnC4q
Double Kettlebell Bottoms Up Front Rack Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/NH32TQinW94?si=UfgmRs54Foklrrlw
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/kTJfy28oNFE?si=SfdE8XDz_tYT0vyI
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Overhead Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/Q_NVo7MW61E?si=3xxOUWjsx7Th2Acq
Single Arm Kettlebell Overhead Contralateral Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/3HxbM0lO3a8?si=7zxP4xa8ZMIRdBAW
Single Arm Kettlebell Overhead Ipsilateral Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/7TXfixD6LwA?si=ZgzyV23h1nt4RVQQ
Single Arm Kettlebell Bottoms Up Overhead Contralateral Split Squat,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Split Squat,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Suitcase Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/lQH6gx3-q8E?si=ySQAsX-z8SQ9haRk
Single Arm Kettlebell Suitcase Contralateral Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/JLyFg72CCrk?si=dyii9fe_jm4Th1O8
Single Arm Kettlebell Suitcase Ipsilateral Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/ZqPQvlALHlw?si=B7EklAroPtpJvXvc
Kettlebell Goblet Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/X13mW_a88Hw?si=bAwJPsrYMO6xCJWC
Kettlebell Horn Grip March,Novice,Abdominals,Kettlebell,Midsection,Balance,https://youtu.be/sd6bu56nO9A?feature=shared
Single Arm Dumbbell Front Raise,Beginner,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/B6e5b8SY64g?si=OFbYwa08fPFsxurs
Single Arm Dumbbell Cross Body Hammer Curl,Beginner,Biceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/_aiZoy57VFI?si=skTwggqvw_kxkno5
Suspension Hamstring Curl,Novice,Hamstrings,Suspension Trainer,Lower Body,Unsorted*,https://youtu.be/xh13VO9_qEA?si=lzogbMJOWGILmMX3
Suspension Single Leg Hamstring Curl,Intermediate,Hamstrings,Suspension Trainer,Lower Body,Unsorted*,https://youtu.be/xHvXPam-ZBQ?si=8jfCw-5i-zrJ9hUd
Superband Prone Hamstring Curl,Beginner,Hamstrings,Superband,Lower Body,Bodybuilding,https://youtu.be/LtTcXXgeRYo?si=80zdQRqZ21dGBf6n
Cable Prone Hamstring Curl,Beginner,Hamstrings,Cable,Lower Body,Bodybuilding,https://youtu.be/qOu-89KQsIg?si=NzRrmfpYz9Rwpoy8
Superband Prone Bench Hamstring Curl,Novice,Hamstrings,Superband,Lower Body,Bodybuilding,https://youtu.be/e5TRSsFNeug?feature=shared
Single Arm Dumbbell Bicep Curl,Beginner,Biceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/DE6BcaMCwJA?si=Q1Lbpg92nykSCfEE
Single Arm Dumbbell Hammer Curl,Beginner,Biceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/yCDJmfP1Tr8?si=UDCf5aMfQvMiW-69
Ring Dips,Advanced,Triceps,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/EznLCDBAPIU
Bodyweight Single Arm Push Up,Advanced,Chest,Bodyweight,Upper Body,Calisthenics,https://youtu.be/CQ6VEzQAI7w?si=_nTW1Yq_iP18uBgt
Bodyweight Aztec Push Up,Advanced,Chest,Bodyweight,Upper Body,Plyometric,https://youtu.be/MeunnPVySSI?si=wuDGH7XuHo-e8M5X
Slider Barbell Front Rack Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Kettlebell Front Rack Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Suspension Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Landmine Goblet Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Barbell Overhead Curtsy Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Barbell Back Rack Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Barbell Zercher Curtsy Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Bulgarian Bag Back Rack Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Kettlebell Suitcase Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Kettlebell Overhead Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Kettlebell Bottoms Up Overhead Curtsy Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/Bu50PXycHv8?si=SlReQTpVRUbKnVsC
Slider Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Dumbbell Front Rack Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Dumbbell Suitcase Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Dumbbell Overhead Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Dumbbell Goblet Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/lyYXfpCV5ys?si=iACRC6Vlz_wbm5zc
Slider Kettlebell Horn Grip Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Kettlebell Goblet Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Clubbell Order Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Clubbell Order Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Clubbell Order Contralateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Macebell Order Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Macebell Order Contralateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Curtsy Lunge,Beginner,Quadriceps,Sliders,Lower Body,Calisthenics,https://youtu.be/3psxN3YA0wg?si=BW-ePbc5Pg6OJ8z6
Slider Plate Overhead Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Sandbag Front Rack Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Sandbag Back Rack Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Clubbell Order Ipsilateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Macebell Order Ipsilateral Curtsy Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Kettlebell Goblet Cyclist Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/JMGY7iOxEd8?si=VQLmn1jf71I47o_a
Kettlebell Goblet Knee Over Toe Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/9b4Aatm0Wvo?si=35ADJVaHZbeshP13
Kettlebell Goblet Foot Elevated Knee Over Toe Split Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/JGpJCYbDefo?si=NOFTsBroAKhZtrMl
Dumbbell Goblet Walking Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/gA6gJS2ePGU?si=Ug9x4DfIITtyX9FE
Ring Maltese,Grand Master,Abdominals,Gymnastic Rings,Unsorted*,Calisthenics,https://youtu.be/CvVSQjBGdxY?si=NNbbzDLa-chZFz3I
Barbell Front Rack Curtsy Lunge,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/oZCa8oh_YVI?si=rPzLwq3xpBKREAf7
Double Kettlebell Front Rack Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/b10GH56Feuc?si=DTF4gfUaKajgDIEP
Suspension Curtsy Lunge,Novice,Quadriceps,Suspension Trainer,Lower Body,Bodybuilding,https://youtu.be/tiuw2sbuhl0?si=TK4HTHPYjPWelq8-
Barbell Overhead Curtsy Lunge,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,
Barbell Back Rack Curtsy Lunge,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,
Barbell Zercher Curtsy Lunge,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,
Double Kettlebell Suitcase Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Overhead Curtsy Lunge,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/u_cHR3_1IZw?si=oVJaTI9hNpMcfVFW
Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Bottoms Up Overhead Curtsy Lunge,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/XVsdDBiLk2I?si=yYz392PvLdjJCOy5
Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/IlABYRygo3w?si=LYId2yiYvpqxybEC
Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Dumbbell Front Rack Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/ORgVFXTysI8?si=F2L2x6t0lsu7RXmy
Double Dumbbell Suitcase Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/tKQAKx25kyk?si=CVIu5jUCBGlS-CU4
Double Dumbbell Overhead Curtsy Lunge,Intermediate,Quadriceps,Dumbbell,Lower Body,Bodybuilding,
Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/6-K9hgU8YUI?si=eubdVXn2jNhff_kr
Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/XSvx131FZ_s?feature=shared
Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,Intermediate,Quadriceps,Dumbbell,Lower Body,Bodybuilding,
Dumbbell Goblet Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/sMUQOGVrmQM?si=shRczfTH98OihNfr
Kettlebell Horn Grip Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/sb9anlSqH6w?feature=shared
Kettlebell Goblet Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/863JuZlLiA4?si=Zj6W2E1ana1MwTBv
Clubbell Order Curtsy Lunge,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Double Clubbell Order Curtsy Lunge,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Single Arm Clubbell Order Contralateral Curtsy Lunge,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Macebell Order Curtsy Lunge,Novice,Quadriceps,Macebell,Lower Body,Bodybuilding,
Single Arm Macebell Order Contralateral Curtsy Lunge,Novice,Quadriceps,Macebell,Lower Body,Bodybuilding,
Bodyweight Curtsy Lunge,Beginner,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/ksOOBqA9Ahw?si=4JXxUx8ZYr48iSga
Plate Overhead Curtsy Lunge,Intermediate,Quadriceps,Weight Plate,Lower Body,Bodybuilding,https://youtu.be/fdt3gkMNv0Y?si=Wmdlb79kZmS0oZof
Sandbag Front Rack Curtsy Lunge,Novice,Quadriceps,Sandbag,Lower Body,Bodybuilding,https://youtu.be/2DiU1YRLDQE?si=klXwkCZb6RsZjZl5
Sandbag Back Rack Curtsy Lunge,Novice,Quadriceps,Sandbag,Lower Body,Bodybuilding,
Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/dwL1uWmadTI?si=6anEQDI0eEoOuB0Q
Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/yswpCMZ98OI?si=xOcXSLCrJIH3odmK
Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,
Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,Intermediate,Quadriceps,Dumbbell,Lower Body,Bodybuilding,
Single Arm Clubbell Order Ipsilateral Curtsy Lunge,Novice,Quadriceps,Clubbell,Lower Body,Bodybuilding,
Single Arm Macebell Order Ipsilateral Curtsy Lunge,Novice,Quadriceps,Macebell,Lower Body,Bodybuilding,
Ring Archer Pull Up,Advanced,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/aFrdGmSHqFI
Barbell Single Leg Bent Knee Bicep Curl,Advanced,Biceps,Barbell,Upper Body,Bodybuilding,
Bodyweight Freestanding Handstand ,Advanced,Shoulders,Bodyweight,Upper Body,Calisthenics,https://youtu.be/E2s-D009x6E
Bodyweight Wall Eccentric Straddle Press Handstand,Advanced,Shoulders,Bodyweight,Upper Body,Calisthenics,https://youtu.be/VVan0yoinV8
Kettlebell Horn Grip Carry,Beginner,Abdominals,Kettlebell,Full Body,Unsorted*,https://youtu.be/LcF_derN9KA?si=U_Cqiq6zxtQlpRhf
Kettlebell Goblet Carry,Beginner,Abdominals,Kettlebell,Full Body,Unsorted*,
Dumbbell Goblet Carry,Beginner,Abdominals,Dumbbell,Full Body,Unsorted*,https://youtu.be/qa-CYBhvSDA?si=qbgdCK6xq_Ftfez0
Single Arm Ring Feet Elevated Row,Advanced,Back,Gymnastic Rings,Upper Body,Calisthenics,
Double Kettlebell Dead Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/7KN_RrCS_EU?si=seR_4LNmjEtTdXfj
Single Arm Kettlebell Dead Half Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,
Alternating Single Arm Kettlebell Dead Half Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,
Alternating Single Arm Kettlebell Start Stop Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/GwxzBGhm6ac?si=vrTFU3w6T1NGn8DM
Single Arm Kettlebell Start Stop Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/BpwgvVjQXiw?si=SPwizx5lirRdfFmX
Double Kettlebell Start Stop Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,
Single Arm Kettlebell Start Stop Swing,Novice,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/djCYBs70KLE?si=JiYJei8Eqv-UiCG7
Alternating Single Arm Kettlebell Start Stop Swing,Novice,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/3Xhy3dz61to?si=8lmx3c2FvDHq6Zy5
Double Kettlebell Start Stop Swing,Novice,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/sS-bxWAoPWk?si=zgyeJNYUfOuTOFyj
Ring L Sit Pull Up,Advanced,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/Aa9U0XNNBfU
Suspension Skater Jump,Intermediate,Abductors,Suspension Trainer,Lower Body,Plyometric,https://youtu.be/Y8Wn_vTZFFg?si=AtpqJfd4OVnOo7ZO
Double Kettlebell Start Stop Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/SaBcgeWdynY?si=VUGBebh0ht8z7ISy
Single Arm Kettlebell Start Stop Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/SLm1ou6-SLM?feature=shared
Alternating Single Arm Kettlebell Start Stop Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/_OtZfks5rfU?si=iwf-Hc6P6vZ3ke6I
Clubbell Staggered Stance Rotational Swing,Intermediate,Abdominals,Clubbell,Full Body,Unsorted*,
Clubbell Staggered Stance Rotational Clean,Intermediate,Abdominals,Clubbell,Full Body,Unsorted*,
Clubbell Staggered Stance Rotational Clean to Forward Lunge,Advanced,Quadriceps,Clubbell,Full Body,Unsorted*,
Ring Bulgarian Pull Up,Advanced,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/Xk0GovwG8Go
Ring Bulgarian L Sit Pull Up,Advanced,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/3U86aaJuyRs
Single Arm Landmine Split Snatch,Advanced,Shoulders,Landmine,Full Body,Unsorted*,https://youtu.be/RzeAb6wnMsk?si=aedjaQmoWjF7IB75
Double Dumbbell Hang Power Clean,Intermediate,Glutes,Dumbbell,Full Body,Ballistics,https://youtu.be/_1Tp01g9ciU?si=NTgkT4x59EZyPH9T
Single Arm Barbell Bicep Curl,Advanced,Biceps,Barbell,Upper Body,Bodybuilding,https://youtu.be/NQ53MadCtW0
Ring False Grip Pull Up,Advanced,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/7zn_K1omwQs
Slider Kettlebell Goblet Lateral Lunge,Novice,Adductors,Sliders,Lower Body,Bodybuilding,
Ring Feet Elevated Pike Push Up,Advanced,Shoulders,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/T7F6-FEmvrs
Single Arm Landmine Split Clean,Advanced,Quadriceps,Landmine,Full Body,Unsorted*,https://youtu.be/tDKju5qmxOM?si=j82cBg7j8A8GUsiV
Double Dumbbell Squat Clean,Intermediate,Quadriceps,Dumbbell,Full Body,Ballistics,https://youtu.be/SYxObzJ3gn0?si=MxNFujZbMP9ff4gw
Double Dumbbell Hang Squat Clean,Intermediate,Quadriceps,Dumbbell,Full Body,Ballistics,https://youtu.be/lYo3ofjjUKI?si=6bwkgshNWDvWIlQc
Single Arm Landmine Split Jerk,Advanced,Shoulders,Landmine,Full Body,Unsorted*,https://youtu.be/J4MJUcilrmo?si=4cbvgzB0vHx2Gb3e
Single Arm Kettlebell Ipsilateral Forward Lunge Snatch,Advanced,Quadriceps,Kettlebell,Full Body,Ballistics,
Clubbell Hammer Swing,Intermediate,Abdominals,Clubbell,Full Body,Ballistics,https://youtu.be/8gLU9bNm4TE?si=4FnpId_WJCijmDqW
